interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Kim Cesarion,Q13372581,True,Kim Cesarion,Swedish singer,,člověk,['pop music'],1990,,2011,,,,muž,Sankt Matteus,Švédsko,['Švédsko'],,,['hlas'],,,,1FbsmLXvj5CccZj6JLk46Z,
Kim Dracula,Q106369185,True,Kim Dracula,Australian trap metal music artist,,člověk,,1997,,2020,,,,nebinární,Hobart,Austrálie,['Austrálie'],,,,,,,,
Kim Wilde,Q1790,True,Kim Wilde,English pop singer (born 1960),britská zpěvačka,člověk,"['pop music', 'synthpop', 'nová vlna', 'Hi-NRG', 'rock', 'pop rock']",1960,,1980,,,,žena,Londýn,Spojené království,['Spojené království'],,,"['klavír', 'hlas']",,,,73a6pNH4YtLNgDbPQwXveo,
Kina,Q200759,True,kina,currency of Papua New Guinea,zákonné platidlo ostrovního státu Papua Nová Guinea,měna,,,,,,,,,,Česko,,,,,,,,,
King Princess,Q55006878,True,King Princess,American musician,,člověk,['pop music'],1998,,2015,,,,genderqueer,Brooklyn,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,['neheterosexualita'],6beUvFUlKliUYJdLOXNj9C,
Klaas,Q19688670,True,Klaas,male given name,mužské křestní jméno,mužské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Klangkarussell,Q1385280,True,Klangkarussell,Austrian band,,hudební skupina,['elektronická taneční hudba'],,,2011,,,,,,,,,,,['Amadeus Austrian Music Awards'],,,041iTeoMIwXMlShuQPIVKo,
Klingande,Q15041224,True,Klingande,French DJ and house music producer,francouzský hudebník,člověk,"['deep house', 'jazz house']",1991,,2012,,,,muž,Croix,Francie,['Francie'],,,['saxofon'],,,,1L9i6qZYIGQedgM9QLSyzb,
Klubbingman,Q73595,True,Tommy Schleh,German DJ,,člověk,,1964,,,,,,muž,Neckarbischofsheim,Německo,['Německo'],,,,,,,,
Klára Kolomazníková,Q12029491,True,Klára Kolomazníková,Czech singer,česká zpěvačka,člověk,,1979,,,,,,žena,Praha,Česko,,,,['hlas'],,,,,
Klára Vytisková,Q12029500,True,Klara,Czech singer,česká zpěvačka,člověk,,1985,,2008,,,,žena,Praha,Česko,['Česko'],,,['hlas'],,,,,
Koa,Q12029682,True,Koa,,hudební skupina,hudební skupina,"['folk', 'world music']",,,,,1998,+2009-00-00T00:00:00Z,,,Česko,,,,,,,,,
Kodak Black,Q22005867,True,Kodak Black,"American rapper, singer and songwriter",americký rapper,člověk,"['hip hop', 'trap', 'SoundCloud rap', 'Gangsta rap', 'Southern hip hop']",1997,,2009,,,,muž,Pompano Beach,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,46SHBwWsqBkxI7EeeBEQG7,
Kodaline,Q2482563,True,Kodaline,irish rock band,irská hudební skupina,hudební skupina,"['indie folk', 'indie rock', 'indie pop', 'alternativní rock']",,,2005,,2005,,,Swords,Irsko,,,,,,,,4BxCuXFJrSWGi1KHcVqaU4,
Kojo,Q931600,True,Kojo,Finnish singer,,člověk,['pop music'],1953,,,,,,muž,Helsinky,Finsko,['Finsko'],,,['hlas'],,,,,
Kokab,Q4260626,True,Kokabiel,fallen angel in the Hebrew bible,,anděl v křesťanství,,,,,,,,,,Česko,,,,,,,,,
Koky,Q107782406,True,Koky,Czech rapper,český rapper,člověk,,1988,,,,,,muž,Ostrov,Česko,['Česko'],,,,,,,,
Kollerband,Q107025035,True,Kollerband,Czech music band,,hudební skupina,,,,2004,2005,2002,,,,Česko,,,,,,,,,
Konex,Q21041087,True,Konex,Slovak hiphop producer and rapper,slovenský hiphopový producent a rapper,člověk,,1996,,2011,,,,muž,Poprad,Slovensko,['Slovensko'],,,['hlas'],,,,1EArbtCy5GrFydhn1Oq4hY,
Kontrafakt,Q1473875,True,Kontrafakt,Slovak music group,hudební skupina,hudební skupina,['rap'],,,2001,,,,,,Slovensko,,,,,,,,,
Kooks,Q6430557,True,Kooks,David Bowie song,,hudební dílo/skladba,['pop rock'],,,,,,,,,Česko,,,,,,,,,
Kordhell,Q2322270,True,Mick Kenney,British musician,,člověk,['black metal'],1980,,1998,,,,muž,Birmingham,Spojené království,['Spojené království'],,,['kytara'],,,,,
Korn,Q80304,True,Korn,American nu metal band,americká metalová skupina,hudební skupina,"['nu metal', 'alternativní metal']",,,1993,,1993,,,Bakersfield,Spojené státy americké,,,,,,,,3RNrq3jvMZxD9ZyoOZbQOD,
Kream,Q55423243,True,Kream,2018 single by Iggy Azalea featuring Tyga,,hudební dílo/skladba,['hip hop'],,,,,,,,,Česko,,,,,,,,,
Krewella,Q72349,True,Krewella,American band,,hudební duo,"['house music', 'dubstep', 'elektronická taneční hudba']",,,2007,,2010,,,Northbrook,Spojené státy americké,,,,,,,,0Cd6nHYwecCNM1sVEXKlYr,
Kris,Q1430023,True,Kris,unisex given name,obourodé jméno,obourodé jméno,,,,,,,,,,Česko,,,,,,,,,
Kriss,Q331220,True,kris,traditional Javanese dagger and sword (usually curvy) originally from Java,druh jihoasijské dýky,zbraň,,,,,,,,,,Česko,,,,,,,,,
Kristina,Q430744,True,Kristína Peláková,Slovak singer,slovenská zpěvačka,člověk,['pop music'],1987,,2007,,,,žena,Svidník,Slovensko,['Slovensko'],,,"['klavír', 'hlas']",,,,6tiF8ncllHuy0sK4jl3M79,
Kryštof,Q6774073,True,Kryštof,Czech pop rock band,česká pop-rocková hudební skupina,hudební skupina,['alternativní rock'],,,1994,,1994,,,Havířov,Česko,,,,,"['Cena Anděl Skupina roku', 'Cena Anděl Skupina roku', 'Cena Anděl Skupina roku', 'Cena Anděl Skupina roku']",,,,
Kubb,Q1501493,True,Kubb,game of skill,,dovednostní hra,,,,,,,,,,Česko,,,,,,,,,
Kungs,Q23826199,True,Kungs,"French DJ, record producer and musician",francouzský DJ a producent,člověk,['Tropical house'],1996,,2015,,,,muž,Aix-en-Provence,Francie,['Francie'],,,,,,,7keGfmQR4X5w0two1xKZ7d,
Kurtizány Z 25. Avenue,Q12031962,True,Kurtizány z 25. avenue,,hudební skupina,hudební skupina,['rock'],,,,,1989,,,Praha,Česko,,,,,,,,,
Kwabs,Q18536523,True,Kwabs,British Soul singer,,člověk,"['soul', 'rhythm and blues']",1990,,2011,,,,muž,Londýn,Spojené království,['Spojené království'],,['baryton'],['hlas'],,,,0r0KdmVS1Er3kaFnl1KPog,
Kxllswxtch,Q123396823,True,Kxllswxtch,musical artist,,člověk,,1999,,,,,,muž,,Česko,,,,,,,,,
Kygo,Q16845512,True,Kygo,Norwegian musician and DJ (born 1991),norský hudebník,člověk,"['Tropical house', 'deep house', 'downtempo', 'progressive house', 'house music', 'elektronická taneční hudba']",1991,,2009,,,,muž,Singapur,Britské impérium,['Norsko'],,,"['klavír', 'klávesový nástroj', 'digital audio workstation', 'syntezátor']","['Årets spellemann', 'Spellemannprisen for hit of the year', 'the P3 award']",,,23fqKkggKUBHNkbKtXEls4,
Kyle,Q1326816,True,Kyle,unisex given name,obourodé jméno,obourodé jméno,,,,,,,,,,Česko,,,,,,,,,
Kylie Minogue,Q11998,True,Kylie Minogue,Australian singer and actress (born 1968),"australská zpěvačka, hudební skladatelka a herečka",člověk,"['pop music', 'synthpop', 'dance-pop', 'nu-disco', 'elektropop', 'elektronická hudba', 'art pop', 'contemporary R&B', 'bubblegum pop']",1968,,1979,,,,žena,Melbourne,Austrálie,"['Austrálie', 'Spojené království']",,['soprán'],['hlas'],"['rytíř Řádu umění a literatury', 'důstojník Řádu britského impéria', 'Medaile ke sto letům federace', 'Gold Logie Award pro nejpopulárnější osobnost australské televize', 'Brit Award pro sólovou umělkyni', 'Brit Award pro sólovou umělkyni', 'Australian National Living Treasure', 'Amadeus Austrian Music Awards', 'důstojník Řádu Austrálie', 'Řád Austrálie', 'Řád britského impéria']",,,4RVnAU35WRWra6OZ3CbbMA,
Käärijä,Q57943893,True,Käärijä,Finnish rapper,finský rapper,člověk,"['hip hop', 'pop music', 'elektronická taneční hudba']",1993,,2016,,,,muž,Helsinky,Finsko,['Finsko'],,,['hlas'],['MTV Europe Music Award for Best Nordic Act'],,,6LkMGN0t3HDNL8hIvma70r,
L.L.A.M.A,Q63411699,True,,2019 board game,,karetní hra,,,,,,,,,,Česko,,,,,,,,,
La Roux,Q200002,True,La Roux,English musical group,britské synthpopové duo,hudební skupina,['synthpop'],,,2006,,2008,,,Londýn,Spojené království,,,,,,,,3K2zB87GZv1krx031en5VA,
La Vision,Q76339512,True,La Vision,print in the National Gallery of Art (NGA 135541),,tisk,,,,,,1873,,,,Česko,,,,,,,,,
Labello,Q1799401,True,Labello,brand of lip balm stick,,obchodní značka,,,,,,1909,,,,Česko,,,,,,,,,
Labrinth,Q48959,True,Labrinth,English singer and rapper,,člověk,['rhythm and blues'],1989,,2009,,,,muž,Hackney,Spojené království,['Spojené království'],,,['hlas'],,,,2feDdbD5araYcm6JhFHHw7,
Lacuna Coil,Q46573,True,Lacuna Coil,Italian metal band,,hudební skupina,"['gotický metal', 'alternativní metal', 'metalcore']",,,1994,,1994,,,Milán,Itálie,,,,,,,,4OAddazJM576euUnFSvXSL,
Lady Gaga,Q19848,True,Lady Gaga,"American singer, songwriter, and actress (born 1986)","americká popová zpěvačka, skladatelka, textařka, herečka a hudební producentka",člověk,"['elektropop', 'dance-pop', 'synthpop', 'elektronická taneční hudba', 'art pop', 'pop music']",1986,,2005,,,,žena,Nemocnice v Lenox Hill,Spojené státy americké,['Spojené státy americké'],"['Italoameričané', 'Frankokanaďan']",['mezzosoprán'],"['klavír', 'keytar', 'akustická kytara', 'elektrická kytara', 'syntezátor', 'kytara', 'bicí souprava', 'hlas']","['Cena MTV Video Music za nejlepšího nového umělce', 'Cena MTV za nejlepší uměleckou režii', 'Cena MTV Video Music za nejlepší vizuální efekty', 'Cena Grammy za nejlepší ženský popový vokální výkon', 'Cena Grammy za nejlepší hudební video', 'Videoklip roku', 'Cena Grammy za nejlepší tradiční popové vokální album', 'LennonOno Grant for Peace', 'Zlatý glóbus za nejlepší ženský herecký výkon v minisérii nebo TV filmu', 'Oscar za nejlepší filmovou píseň', 'Grammy Award for Best Dance/Electronic Album', 'Cena Grammy za nejlepší taneční nahrávku', 'Cena Grammy za nejlepší popové vokální album', 'Grammy Award for Best Pop Duo/Group Performance', 'Cena Grammy za nejlepší píseň k filmu, pro televizi či jiné vizuální médium', 'Cena Grammy za nejlepší popový sólový výkon', 'Zlatý glóbus za nejlepší filmovou píseň', 'American Music Award for Favorite Pop/Rock Female Artist', 'American Music Award for Favorite Pop/Rock Female Artist', 'BET Award for Video of the Year', 'Cena BAFTA za nejlepší filmovou hudbu', 'Nejlepší ženský videoklip', 'MTV Video Music Award for Best Pop Video', 'MTV Video Music Award for Best Dance Video', 'MTV Video Music Award for Best Choreography', 'MTV Video Music Award for Best Direction', 'MTV Video Music Award for Best Editing', 'MTV Video Music Award for Best Collaboration', 'Nejlepší ženský videoklip', 'MTV Video Music Award for Best Video with a Social Message', 'MTV Video Music Awards/Artist of the Year', 'MTV Europe Music Award for Best US Act', 'MTV Europe Music Award for Best Artist', 'Cena Echo Pop za hit roku', 'The Record of the Year']",['křesťanství'],['bisexualita'],1HY2Jd0NmPuamShAr6KMms,20502345.0
Lady Sovereign,Q230754,True,Lady Sovereign,English rapper and grime artist,,člověk,['hip hop'],1985,,2003,2010,,,žena,Londýn,Spojené království,['Spojené království'],,,['hlas'],,,['lesbismus'],36ikBJX6oQWWlgrXCock30,
Lake Malawi,Q21874590,True,Lake Malawi,Czech musical group,česká indie popová hudební skupina,hudební skupina,['indie pop'],,,2018,,2013,,,Třinec,Česko,,,,,,,,,
Lana Del Rey,Q37150,True,Lana Del Rey,American singer (born 1985),americká zpěvačka a hudební skladatelka,člověk,"['indie pop', 'barokní pop', 'Trip hop', 'sadcore', 'dream pop', 'indie rock', 'Slowcore', 'psychedelický rock', 'psychedelický pop', 'rock', 'rhythm and blues']",1985,,2005,,,,žena,New York,Spojené státy americké,['Spojené státy americké'],,['mezzosoprán'],"['kytara', 'hlas']",,,,00FQb4jTyendYWaN8pK0wa,
Lany,Q1852483,True,Lány,village in Kladno District of Central Bohemian region,obec v okrese Kladno ve Středočeském kraji,obec v Česku,,,,,,,,,,Česko,,,,,,,,,
Last Goodnight,Q372706,True,The Last Goodnight,band,,hudební skupina,['alternativní rock'],,,2006,,2006,,,Enfield,Spojené státy americké,,,,,,,,,
Laurell,Q28150740,True,Laurell,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Lauren Jauregui,Q18921974,True,Lauren Jauregui,American singer,americká zpěvačka,člověk,"['pop music', 'contemporary R&B']",1996,,2012,,,,žena,Miami,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,['bisexualita'],3J0BpFVUc9LeOIVeN5uNhU,
Lauren Spencer-Smith,Q110630787,True,Lauren Spencer-Smith,Canadian singer and songwriter,,člověk,['pop music'],2003,,,,,,žena,Portsmouth,Spojené království,['Kanada'],,,,,,,79AyR6ATpj2LTPxfb6FX50,
Laurent Wolf,Q562017,True,Laurent Wolf,French house musician,,člověk,"['house music', 'French house', 'electro house']",1971,,1992,,,,muž,Toulouse,Francie,['Francie'],,,,['World Music Awards'],,,0U2M5hyVn2T78XKlRHJFcn,
Lauv,Q804970,True,Liu,surname (劉/刘),příjmení (劉/刘),čínské příjmení,,,,,,,,,,Česko,,,,,,,,,
League Of Legends,Q223341,True,League of Legends,2009 multiplayer online battle arena video game,počítačová hra z roku 2009,videohra,['multiplayer online battle arena'],,,,,,,,,Česko,,,,,"['The Game Awards − Best Esports Game', 'The Game Awards − Best Esports Game', 'The Game Awards − Best Esports Game']",,,,
Lena,Q654581,True,Lena,female given name,ženské křestní jméno,ženské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Lenka Dusilová,Q3490011,True,Lenka Dusilová,Czech musician,česká zpěvačka,člověk,['alternativní rock'],1975,,1988,,,,žena,Karlovy Vary,Česko,['Česko'],,,"['kytara', 'hlas']","['Cena Anděl Sólová interpretka roku', 'Cena Anděl Sólová interpretka roku', 'Cena Anděl Sólová interpretka roku', 'Cena Anděl Sólová interpretka roku', 'Cena Anděl Sólová interpretka roku', 'Cena Anděl Sólová interpretka roku']",,,,
Lenka Filipová,Q15249858,True,Lenny,Czech singer,česká zpěvačka,člověk,['pop music'],1993,,2013,,,,žena,Praha,Česko,['Česko'],,,"['klavír', 'hlas']","['Ceny Anděl 2016', 'Cena Anděl Sólová interpretka roku']",,,,
Lenny,Q15249858,True,Lenny,Czech singer,česká zpěvačka,člověk,['pop music'],1993,,2013,,,,žena,Praha,Česko,['Česko'],,,"['klavír', 'hlas']","['Ceny Anděl 2016', 'Cena Anděl Sólová interpretka roku']",,,,
Lenny Kravitz,Q180224,True,Lenny Kravitz,American musician and actor (born 1964),,člověk,"['rock', 'hard rock', 'funk rock', 'reggae', 'soul', 'folk']",1964,,1988,,,,muž,New York,Spojené státy americké,['Spojené státy americké'],,['tenor'],"['basová kytara', 'harmonika', 'kytara', 'klavír', 'klávesový nástroj', 'bicí nástroje', 'sitár', 'hlas']","['rytíř Řádu umění a literatury', 'Amadeus Austrian Music Awards', 'důstojník Řádu umění a literatury', 'Premios Oye!']","['křesťanství', 'judaismus']",,5gznATMVO85ZcLTkE9ULU7,
Leon,Q22278840,True,Léon,Swedish singer and songwriter,,člověk,['indie pop'],1993,,2015,,,,žena,Katarina church parish,Švédsko,['Švédsko'],,,['hlas'],,,,4SqTiwOEdYrNayaGMkc7ia,
Leona Lewis,Q183519,True,Leona Lewis,British singer,britská zpěvačka a textařka,člověk,['pop music'],1985,,2005,,,,žena,Londýn,Spojené království,['Spojené království'],['Black British'],,['hlas'],['The Record of the Year'],,,5lKZWd6HiSCLfnDGrq9RAm,
Leonard Cohen,Q1276,True,Leonard Cohen,Canadian poet and singer-songwriter (1934–2016),"kanadský básník, romanopisec a hudebník",člověk,"['rock', 'mluvené slovo', 'folk rock', 'sophisti-pop', 'world music', 'soft rock', 'pop music', 'folk', 'pop rock', 'blues']",1934,2016,1956,2016,,,muž,Montréal,Kanada,['Kanada'],,['basbaryton'],"['kytara', 'klavír', 'hlas']","['společník Řádu Kanady', 'Cena Grammy za celoživotní dílo', 'Songwriters Hall of Fame', 'Glenn Gould Prize', 'Literární cena generálního guvernéra', 'velkodůstojník Národního řádu Québecu', 'Governor General’s Performing Arts Award', 'Cena kněžny asturské za literaturu', 'Rock and Roll Hall of Fame', 'Canadian Music Hall of Fame', 'Juno Award for Video of the Year', 'Juno Award for Songwriter of the Year', 'Cena Grammy za album roku', 'Juno Award for Songwriter of the Year', 'Juno Award for Artist of the Year', 'Grammy Award', 'Cena kněžny asturské', ""Governor General's Award for English-language poetry or drama"", 'Kanadský chodník slávy', 'Companion of the Ordre des arts et des lettres du Québec', 'společník Americké akademie umění a věd', 'Cena Denise Pelletier']","['judaismus', 'buddhismus']",,5l8VQNuIg0turYE1VtM9zV,
Leony,Q97483637,True,Leony,German pop singer,,člověk,['pop music'],1997,,,,,,žena,Chammünster,Německo,['Německo'],,,,,,,2NpPlwwDVYR5dIj0F31EcC,
Leoš Mareš,Q1954437,True,Leoš Mareš,Czech presenter and singer,český moderátor a zpěvák,člověk,['rap'],1976,,2001,,,,muž,Beroun,Česko,['Česko'],,,['hlas'],,,,,
Lewis Capaldi,Q42315001,True,Lewis Capaldi,Scottish singer-songwriter,skotský písničkář,člověk,['bílý soul'],1996,,2017,,,,muž,Glasgow,Spojené království,['Spojené království'],,,"['hlas', 'kytara', 'klavír']","['Brit Award for British Breakthrough Act', 'Brit Award for British Single of the Year']",,,4GNC7GD6oZMSxPGyXy4MNB,
Lexter,Q100723870,True,Lexter Bailey,college basketball player (1981–1981) Xavier,,člověk,,,,,,,,muž,,Česko,,,,,,,,,
Liam Payne,Q2756349,True,Liam Payne,English singer,anglický zpěvák,člověk,"['pop music', 'contemporary R&B']",1993,,2008,,,,muž,Wolverhampton,Spojené království,['Spojené království'],,['baryton'],"['klavír', 'hlas', 'kytara']",['Teen Choice Awards'],,,5pUo3fmmHT8bhCyHE52hA6,
Lights,Q9128,True,light,electromagnetic radiation in or near visible spectrum,"elektromagnetické záření, které je viditelné pro člověka",,,,,,,,,,,Česko,,,,,,,,,
Like-It,Q61993939,True,Like It,2019 single by Zinaida Kupriyanovich,,singl,['taneční hudba'],,,,,,,,,Česko,,,,,,,,,
Lil Dicky,Q16876006,True,Lil Dicky,American rapper and comedian from Pennsylvania,americký rapper a komik,člověk,"['hip hop', 'pop rap', 'comedy hip hop']",1988,,2011,,,,muž,Cheltenham,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,1tqhsYv8yBBdwANFNzHtcr,
Lil Huddy,Q90354235,True,Huddy,American Internet celebrity,,člověk,,2002,,2019,,,,muž,Stockton,Spojené státy americké,['Spojené státy americké'],,,,,,,,
Lil Jon,Q294449,True,Lil Jon,American rapper and record producer,americký raper,člověk,"['hip hop', 'Crunk', 'Southern hip hop', 'hardcore hip hop', 'Gangsta rap', 'dirty rap', 'trap', 'dirty south', 'Atlanta hip hop', 'snap music']",1971,,1991,,,,muž,Atlanta,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,7sfl4Xt5KmfyDs2T3SVSMK,
Lil Mosey,Q55819454,True,Lil Mosey,American rapper and singer-songwriter,,člověk,"['hip hop', 'trap', 'pop rap']",2002,,2016,,,,muž,Mountlake Terrace,Spojené státy americké,['Spojené státy americké'],['multirasový Američan'],,['hlas'],,,,5zctI4wO9XSKS8XwcnqEHk,
