interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
John Newman,Q12433089,True,John Newman,British singer-songwriter,britský zpěvák,člověk,"['soul', 'Britpop', 'pop rock']",1990,,2012,,,,muž,Settle,Spojené království,['Spojené království'],,"['baryton', 'mezzosoprán']","['hlas', 'kytara', 'klávesy']",,,,34v5MVKeQnIo0CWYMbbrPf,
John Williams,Q131285,True,John Williams,"American composer, conductor, and pianist (born 1932)","americký hudební skladatel, dirigent a pianista, autor filmové hudby",člověk,['soudobá vážná hudba'],1932,,1952,,,,muž,Queens,Spojené státy americké,['Spojené státy americké'],,,"['klavír', 'cembalo', 'basklarinet', 'barytonsaxofon', 'basa']","['Národní medaile za umění', 'Cena Grammy za nejlepší instrumentální kompozici', 'cena Akademie za nejlepší originální píseň', 'Academy Award for Best Original Dramatic Score', 'Oscar za nejlepší hudbu', 'Oscar za nejlepší hudbu', 'Oscar za nejlepší hudbu', 'Vyznamenání Kennedyho centra', 'AFI Life Achievement Award', 'Cena Grammy za nejlepší soundrack', 'důstojník Řádu umění a literatury', 'Zlatý glóbus', 'Saturn Award for Best Music', 'Cena asturské kněžny za umění', 'čestný rytíř komandér Řádu britského impéria']",,,3dRfiJ2650SZu6GbydcHNb,
Johny Machette,Q15249826,True,Johny Machette,Czech rapper,Český rapper,člověk,,1992,,,,,,muž,Třebechovice pod Orebem,Česko,['Česko'],,,['hlas'],,,,,
Joji,Q23826617,True,Joji,Japanese musician and entertainer (born 1992),,člověk,"['comedy music', 'comedy hip hop', 'surreal humour', 'skečová komedie', 'rhythm and blues', 'Trip hop', 'Lo-fi', 'indie rock', 'alternativní rock']",1992,,2006,,,,muž,Ósaka,Japonsko,"['Ósaka', 'Austrálie']",,,,,,,3MZsBdqDrRTJihTHQrO6Dq,
Jojo,Q215219,True,JoJo,American singer and actress,americká zpěvačka,člověk,"['pop music', 'contemporary R&B', 'hip hop', 'soul']",1990,,1998,,,,žena,Brattleboro,Spojené státy americké,['Spojené státy americké'],,['mezzosoprán'],['hlas'],,,,5xuNBZoM7z1Vv8IQ6uM0p6,
Jon Bellion,Q18044284,True,Jon Bellion,"American singer, rapper, songwriter, and record producer",americký hudebník a skladatel,člověk,"['pop music', 'hip hop', 'rhythm and blues', 'soul']",1990,,2011,,,,muž,Long Island,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,50JJSqHUf2RQ9xsHs0KMHg,
Jonas Blue,Q22246459,True,Jonas Blue,British DJ and music producer,anglický DJ a hudební producent,člověk,"['Tropical house', 'snap music', 'trap', 'house music']",1989,,2015,,,,muž,Londýn,Spojené království,['Anglie'],,,['klavír'],,,,1HBjj22wzbscIZ9sEb5dyf,
Jonas Brothers,Q134233,True,Jonas Brothers,American pop rock band,americká hudební skupina,hudební skupina,['pop music'],,,2005,2013,2005,,,Wyckoff,Spojené státy americké,,,,,['American Music Award for New Artist of the Year'],,,7gOdHgIoIKoe4i9Tta6qdD,
Jordan Haj,Q65943308,True,Jordan Haj,Czech musician and actor,český herec a muzikant,člověk,,1988,,,,,,muž,Praha,Česko,['Česko'],,,,,,,,
José Feliciano,Q315784,True,José Feliciano,Puerto Rican musician,"portorikánský slepý zpěvák, skladatel a kytarový virtuóz",člověk,"['Latin pop', 'soft rock', 'Bolero']",1945,,1964,,,,muž,Lares,Spojené státy americké,['Spojené státy americké'],,,"['kytara', 'hlas']","['Cena Grammy pro nejlepšího nového umělce', 'Billboard Latin Music Lifetime Achievement Award', 'Cena Latin Grammy za celoživotní přínos', 'Cena Grammy za nejlepší latinské popové album', 'Cena Grammy za nejlepší latinské popové album', 'Cena Grammy za nejlepší latinské popové album', 'Cena Grammy za nejlepší latinské popové album', 'Grammy Award for Best Tropical Latin Album', 'Latin Grammy Award for Best Contemporary Tropical Album', 'International Latin Music Hall of Fame', 'Latin Songwriters Hall of Fame', 'Hvězda na Hollywoodském chodníku slávy', 'Národní medaile za umění']",,,7K78lVZ8XzkjfRSI7570FF,
Jp Cooper,Q27807517,True,JP Cooper,British musician,,člověk,,1983,,2012,,,,muž,Middleton,Spojené království,['Spojené království'],,,['hlas'],,,,4kYGAK2zu9EAomwj3hXkXy,
Jp Saxe,Q86009464,True,JP Saxe,Canadian musician and singer,,člověk,['pop music'],1994,,2012,,,,muž,Toronto,Kanada,['Kanada'],,,,['Cena Juno pro skokana roku'],,,66W9LaWS0DPdL7Sz8iYGYe,
Juanes,Q43189,True,Juanes,Colombian musician (born 1972),,člověk,['Latin pop'],1972,,1988,,,,muž,Medellín,Kolumbie,['Kolumbie'],,,"['kytara', 'hlas']","['rytíř Řádu umění a literatury', 'Latin Recording Academy Person of the Year', 'Cena Latin Grammy za album roku', 'Cena Latin Grammy za album roku', 'Cena Latin Grammy za nahrávku roku', 'Cena Latin Grammy za píseň roku', 'Cena Latin Grammy za album roku', 'Cena Latin Grammy za nahrávku roku', 'Cena Latin Grammy za píseň roku', 'Latin Grammy Award for Best New Artist', 'Cena Grammy za nejlepší latinské popové album', 'Cena Grammy za nejlepší latinské popové album', 'Latin Grammy Award for Best Rock Solo Vocal Album', 'Latin Grammy Award for Best Rock Solo Vocal Album', 'Latin Grammy Award for Best Rock Solo Vocal Album', 'Latin Grammy Award for Best Pop/Rock Album', 'Latin Grammy Award for Best Pop/Rock Album', 'Latin Grammy Award for Best Rock Song', 'Latin Grammy Award for Best Rock Song', 'Latin Grammy Award for Best Rock Song', 'Latin Grammy Award for Best Rock Song', 'Billboard Spirit of Hope Award', 'Latin Grammy Award for Best Pop/Rock Album', 'Latin Grammy Award for Best Pop/Rock Album']",,,0UWZUmn7sybxMCqrw9tGa7,
Jubel,Q15702941,True,Jubel,song directed by Michael Johansson & Johan Rosell,,píseň,['deep house'],,,,,,,,,Česko,,,,,,,,,
Juice Wrld,Q52151598,True,Juice WRLD,American rapper and singer (1998–2019),americký rapper a zpěvák,člověk,"['hip hop', 'trap', 'emo rap', 'SoundCloud rap']",1998,2019,2015,2019,,,muž,Chicago,Spojené státy americké,['Spojené státy americké'],,,['hlas'],['Billboard Music Award for Top New Artist'],,,4MCBfE4596Uoi2O4DtmEMz,
Julia Michaels,Q20051697,True,Julia Michaels,American singer,americká zpěvačka a textařka,člověk,"['pop music', 'elektronická taneční hudba']",1993,,2010,,,,žena,Davenport,Spojené státy americké,['Spojené státy americké'],,,"['klavír', 'hlas']",,,,0ZED1XzwlLHW4ZaG4lOT6m,
Jung Kook,Q22338877,True,Jungkook,South Korean singer,jihokorejský zpěvák a skladatel,člověk,['K-pop'],1997,,2013,,,,muž,Pusan,Jižní Korea,['Jižní Korea'],,['tenor'],"['hlas', 'vokální hudba']",,,,2ltstY9ASRfWlHjnnLhF93,
Junge Junge,Q30589129,True,Junge Junge,German producer duo,,hudební skupina,,,,,,,,,,,,,,,,,,,
Junior Caldera,Q2635908,True,Junior Caldera,French DJ,,člověk,['house music'],1953,,2002,,,,muž,Paříž,Francie,['Francie'],,,,,,,,
Justin Bieber,Q34086,True,Justin Bieber,Canadian singer (born 1994),kanadský zpěvák,člověk,"['pop music', 'contemporary R&B', 'hip hop']",1994,,2007,,,,muž,London,Kanada,['Kanada'],,['tenor'],"['hlas', 'buben', 'kytara', 'klavír']","['Cena Grammy za nejlepší taneční nahrávku', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Juno Fan Choice', 'Juno Fan Choice', 'Medaile diamantového výročí královny Alžběty II.', 'MTV Video Music Awards/Artist of the Year', 'MTV Video Music Award for Best Pop Video', 'Umělec roku', 'American Music Award for New Artist of the Year', 'Diamond Play Button', 'Billboard 21 Under 21', 'Billboard 21 Under 21']",['evangelikalismus'],,1uNFoZAHBGtllmzznpCI3s,
Justin Jesso,Q44068438,True,Justin Jesso,Norwegian singer,,člověk,"['pop music', 'house music']",,,2016,,,,muž,,,['Norsko'],,,['hlas'],,,,1QDrz3DMMaz3TB1cm0PGDu,
Justin Timberlake,Q43432,True,Justin Timberlake,American singer and actor (born 1981),americký zpěvák a herec,člověk,"['rhythm and blues', 'taneční hudba', 'pop music', 'contemporary R&B', 'neo soul', 'trap', 'elektropop']",1981,,1997,,,,muž,Memphis,Spojené státy americké,['Spojené státy americké'],,['lyric tenor'],"['klavír', 'hlas', 'kytara', 'klávesový nástroj', 'Beatbox']","['Primetime Emmy Award', 'Grammy Award for Best Rap/Sung Collaboration', 'Ocenění Cena Emmy Nejlepší herec ve vedlejší roli v komediálním seriálu', 'Ocenění Cena Emmy Nejlepší herec ve vedlejší roli v komediálním seriálu', 'QQ Music Awards']",,,31TPClRtHm23RisEBtV3X7,
Justin Wellington,Q107183445,True,Justin Wellington,Papuan singer,,člověk,,1978,,2002,,,,muž,Lae,Papua Nová Guinea,['Papua Nová Guinea'],,,,,,,5lTjv8Ag00qHSGhvK4JbeF,
Jvke,Q114865231,True,JVKE,American singer and producer,,člověk,,2001,,,,,,muž,Providence,Spojené státy americké,['Spojené státy americké'],,,"['hlas', 'klavír']",,,,164Uj4eKjl6zTBKfJLFKKK,
K,Q11579,True,kelvin,SI unit of thermodynamic temperature,základní jednotka SI pro termodynamickou teplotu,základní jednotka SI,,,,,,,,,,Česko,,,,,,,,,
K'Naan,Q297693,True,K’naan Warsame,Somali-Canadian musician,somálsko-kanadský rapper a instrumentalista,člověk,['rap'],1978,,2000,,,,muž,Mogadišo,Somálsko,"['Kanada', 'Somálsko']",,,"['kytara', 'hlas']",,['sunnitský islám'],,,
K-Maro,Q981165,True,K.Maro,Canadian-Lebanese rapper and singer,,člověk,['electro'],1980,,1993,,,,muž,Bejrút,Libanon,['Libanon'],,,['hlas'],,,,1a2yfRvULXWkUSvxJbkw75,
Kabát,Q938649,True,Kabát,Czech rock band,česká rocková skupina,heavy metal band,['hard rock'],,,1983,,1983,,,Teplice,Česko,,,,,"['Český slavík Mattoni 2016', 'Cena Anděl Skupina roku']",,,,
Kaiser Chiefs,Q192308,True,Kaiser Chiefs,English indie rock band,britská hudební skupina,hudební skupina,"['punk rock', 'indie rock', 'rock', 'power pop', 'Britpop']",,,2000,,2000,,,Leeds,Spojené království,,,,,,,,0LbLWjaweRbO4FDKYlbfNt,
Kaleo,Q16851422,True,Kaleo,Icelandic blues/rock band,islandská hudební skupina,hudební skupina,['blues rock'],,,2012,,2012,,,Mosfellsbær,Island,,,,,,,,7jdFEYD2LTYjfwxOdlVjmc,
Kali,Q18014983,True,Kali,Slovak rapper,slovenský rapper a zpěvák,člověk,,1982,,2008,,,,muž,Bratislava,Slovensko,['Slovensko'],,,['hlas'],,,,,
Kali Uchis,Q19004484,True,Kali Uchis,American singer,americká zpěvačka,člověk,['contemporary R&B'],1994,,2012,,,,žena,Alexandria,Spojené státy americké,['Spojené státy americké'],,,,,,,1U1el3k54VvEUzo3ybLPlM,
Kalush,Q146453,True,Kalush,city in Ukraine,město v Ivanofrankivské oblasti na Ukrajině,ukrajinské město oblastního významu,,,,,,1437,,,,Česko,,,,,,,,,
Kamakawiwo´ Ole Israel,Q42180,True,Israel Kamakawiwoʻole,Hawaiian singer (1959–1997),havajský hudebník,člověk,"['music of Hawaii', 'folk', 'reggae']",1959,1997,1976,,,,muž,Honolulu,Spojené státy americké,['Spojené státy americké'],,['Kontratenor'],"['ukulele', 'hlas']",['Cena Echo Pop za hit roku'],,,4ogvuDRerGhZfSf7TtzHlr,
Kamelot,Q12027773,True,Kamelot,Czech folk band,česká hudební skupina,hudební skupina,,,,,,,,,,Česko,,,,,,,,,
Kamrad,Q37541161,True,Kamrad,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Kanye West,Q15935,True,Kanye West,"American rapper, singer, and songwriter and record producer (born 1977)","americký rapper, zpěvák a producent",člověk,"['hip hop', 'art pop', 'experimentální hudba', 'alternativní hip-hop', 'progressive rap', 'pop music', 'gospel', 'pop rap', 'chipmunk soul']",1977,,1996,,,,muž,Atlanta,Spojené státy americké,['Spojené státy americké'],['Afroameričané'],,"['hlas', 'sampler', 'klávesový nástroj', 'bicí automat']","['BET Award for Best New Artist', 'BET Award for Best Male Hip-Hop Artist', 'BET Award for Video of the Year', 'BET Award for Video of the Year', 'BET Award for Best Group', 'Billboard Music Award for Top Rap Artist', 'American Music Award for Favorite Rap/Hip-Hop Artist', 'American Music Award for Favorite Rap/Hip-Hop Album', 'Cena Grammy za nejlepší rapovou píseň', 'Grammy Award for Best Rap Album', 'Grammy cena pro nejlepší R&B píseň', 'Cena Grammy za nejlepší rapovou píseň', 'Grammy Award for Best Rap Solo Performance', 'Grammy Award for Best Rap Album']",['křesťanství'],,5K4W6rqBFWDnAN6FQUkS6x,
Kapitán Demo,Q13550846,True,Jiří Burian,Czech musician and presenter,český hudebník a moderátor,člověk,,1978,,,,,,muž,Praha,Česko,,,,,,,,,
Kardinal Offishall,Q371238,True,Kardinal Offishall,"Canadian rapper, record producer, DJ, and record executive",kanadský rapper,člověk,['hip hop'],1976,,1994,,,,muž,Scarborough,Kanada,['Kanada'],,,['hlas'],,,,5P2rwRBgIN450RaJxdjYdA,
Karel Gott,Q333187,True,Karel Gott,Czech singer and actor,český zpěvák,člověk,"['pop music', 'šanson', 'romance', 'estráda']",1939,2019,1958,2019,,,muž,Plzeň,Česko,"['Československo', 'Česko']",,['tenor'],"['kytara', 'hlas']","['národní umělec', 'medaile Za zásluhy', 'Bludný balvan', 'Řád přátelství mezi národy', 'Dvorana slávy Plzeňského kraje', 'Český slavík Mattoni 2016', 'Čestné občanství města Plzně', 'Zlatá ladička', 'Zlatá ladička', 'Zlatá ladička', 'Řád Bílého lva']",,,4zaslnpNr10iUFJGx0XqpM,
Karel Kryl,Q164593,True,Karel Kryl,Czech singer-songwriter and poet (1944-1994),československý písničkář,člověk,['lidová hudba'],1944,1994,1968,,,,muž,Kroměříž,Česko,['Československo'],['Češi'],,"['kytara', 'hlas']","['medaile Za zásluhy', 'Řád Tomáše Garrigua Masaryka I. třídy']",,,,
Karel Plíhal,Q2476370,True,Karel Plíhal,Czech guitarist and singer,český kytarista a zpěvák,člověk,['jazz'],1958,,1983,,,,muž,Přerov,Česko,"['Česko', 'Československo']",,,"['kytara', 'hlas']","['Anděl', 'Cena města Olomouce']",,,,
Karel Zich,Q3562802,True,Karel Zich,"Czech singer, guitarist and composer (1949-2004)","český zpěvák, kytarista a hudební skladatel",člověk,,1949,2004,1964,,,,muž,Praha,Česko,['Česko'],,['tenor'],"['kytara', 'hlas']",,,,,
Karelll,Q81805754,True,Karelll,Czech singer-songwriter,"český hudebník, zpěvák a skladatel",člověk,,1993,,,,,,muž,České Budějovice,Česko,['Česko'],,,,,,,,
Karin Ann,Q108529528,True,Karin Ann,Slovak singer,,člověk,,2002,,,,,,žena,,,['Slovensko'],,,,,,,7t7hXBcoQ0dywVEXB0TOYZ,
Karl Wolf,Q431701,True,Karl Wolf,Canadian musician,kanadský zpěvák,člověk,['contemporary R&B'],1979,,2001,,,,muž,Bejrút,Libanon,"['Kanada', 'Libanon']",,,['hlas'],['MTV Europe Music Award for Best Arabia Act'],,,,
Karma,Q132196,True,karma,spiritual concept,,náboženský koncept,,,,,,,,,,Česko,,,,,,,,,
Karmah,Q488819,True,Karmah,band,,hudební duo,['taneční hudba'],,,1997,,,,,,,,,,,,,,,
Karmin,Q1167969,True,Karmin,American musical group; pop duo,,hudební skupina,"['pop music', 'hip hop']",,,2010,,2010,,,Boston,Spojené státy americké,,,,,,,,4M0DLz8te9Q1lNIXBBwvfG,
Karolína Krézlová,Q93367778,True,Karolína Krézlová,Czech actress and model,česká modelka a herečka,člověk,,1987,,,,,,žena,Aš,Česko,['Česko'],,,,,,,,
Kat Dahlia,Q6374952,True,Kat Dahlia,American singer and rapper,,člověk,"['hip hop', 'Latin pop']",1990,,2011,,,,žena,Miami,Spojené státy americké,['Spojené státy americké'],,,,,,,1peH5tSqnYm8W6Bo3I5egE,
Kat De Luna,Q230514,True,Kat DeLuna,American singer,popová zpěvačka,člověk,['rhythm and blues'],1987,,2006,,,,žena,Victoria,Kanada,['Spojené státy americké'],,['soprán'],['hlas'],,,,0bOlhT8OcoC1lCpN69NcFP,
Kat Von D,Q234527,True,Kat Von D,Mexican-American tattoo artist and television personality,,člověk,,1982,,,,,,žena,Montemorelos,Mexiko,['Mexiko'],,,,,['křesťanství'],,0eLQCmRxdnxAK9rchhAFlU,
Katapult,Q1459279,True,Katapult,Czechoslovakian band,hudební skupina,hudební skupina,['hard rock'],,,,,1975,,,Plzeň,Česko,,,,,,,,,
Katarína Knechtová,Q224559,True,Katarína Knechtová,Slovak singer-songwriter and guitarist,slovenská kytaristka a zpěvačka,člověk,['pop music'],1981,,1996,,,,žena,Prešov,Slovensko,['Slovensko'],,,"['kytara', 'hlas']",,,,,
Kate Ryan,Q193600,True,Kate Ryan,Belgian singer and songwriter,belgická zpěvačka,člověk,['pop music'],1980,,2001,,,,žena,Tessenderlo,Belgie,['Belgie'],,,"['kytara', 'hlas']",['World Music Awards'],,,47BNWfpngeFHYvBlPPyraM,
Kateřina Brožová,Q455170,True,Kateřina Brožová,"Czech actress, singer and presenter","česká herečka, zpěvačka a moderátorka",člověk,,1968,,1991,,,,žena,Praha,Česko,['Česko'],,,['hlas'],,,,,
Kateřina Marie Tichá,Q21684336,True,Kateřina Marie Tichá,Czech singer,česká písničkářka,člověk,,1994,,,,,,žena,Vlašim,Česko,['Česko'],,,['hlas'],,,,0WGRcXFn2jyD7Jq6wIHv6O,
Katherine,Q108631,True,Katherine,female given name,ženské rodné jméno,ženské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Katy B,Q120527,True,Katy B,British singer-songwriter,britská zpěvačka,člověk,"['dubstep', 'UK funky', 'contemporary R&B', 'electronica', 'UK Garage', 'breakstep']",1989,,2007,,,,žena,Peckham,Spojené království,['Spojené království'],,['soprán'],['hlas'],,,,5EUdiv20t58GCS09VMKk7M,
Katy Perry,Q42493,True,Katy Perry,"American singer, songwriter, actress and television personality (1984)","americká zpěvačka, textařka a hudebnice",člověk,"['pop music', 'rock', 'pop rock', 'taneční hudba', 'synthpop', 'elektropop', 'gospel']",1984,,2001,,,,žena,Santa Barbara,Spojené státy americké,['Spojené státy americké'],,,"['kytara', 'hlas', 'klavír']","['Billboard Music Award for Top Hot 100 Artist', 'Billboard Music Award for Spotlight', 'Billboard Music Award for Top Female Artist', 'Special Achievement Award', 'American Music Award for Favorite Pop/Rock Female Artist', 'American Music Award for Favorite Pop/Rock Female Artist', 'Favorite Adult Contemporary New Artist', 'American Music Award for Single of the Year', 'Brit Award pro sólovou umělkyni', 'Juno Award za mezinárodní album roku', 'Videoklip roku', 'MTV Video Music Award for Best Collaboration', 'Cena MTV za nejlepší uměleckou režii', 'Nejlepší ženský videoklip']",,"['neheterosexualita', 'fluidní sexualita']",6jJ0s89eD6GaHleKKya26X,
Kašpárek V Rohlíku,Q8311588,True,Kašpárek v rohlíku,,jihočeská hudební a divadelní skupina,hudební skupina,,,,,,,,,,Česko,,,,,,,,,
Ke$Ha,Q33605,True,Kesha,American singer and songwriter,,člověk,"['elektropop', 'dance-pop', 'synthpop', 'pop rock', 'pop rap']",1987,,2005,,,,žena,Los Angeles,Spojené státy americké,['Spojené státy americké'],,['mezzosoprán'],"['hlas', 'kytara', 'klávesový nástroj', 'syntezátor']","['Genesis Award', 'Time 100']",,['bisexualita'],6LqNN22kT3074XbTVUrhzX,
Keala Settle,Q13560560,True,Keala Settle,American actress and singer,,člověk,,1975,,,,,,žena,Lāʻie,Spojené státy americké,['Spojené státy americké'],,,,['Theatre World Award'],,,7HV2RI2qNug4EcQqLbCAKS,
Keane,Q484311,True,Keane,English alternative rock band,,hudební skupina,"['alternativní rock', 'piano rock']",,,1995,,1995,,,Battle,Spojené království,,,,,['Brit Award for British Breakthrough Act'],,,53A0W3U0s8diEn9RhXQhVz,
Kehlani,Q20657541,True,Kehlani,American singer,"americká R&B zpěvačka, rapperka a tanečnice",člověk,"['contemporary R&B', 'pop music', 'neo soul', 'hip hop']",1995,,2009,,,,žena,Oakland,Spojené státy americké,['Spojené státy americké'],,,,,,['lesbismus'],0cGUm45nv7Z6M6qdXYQGTX,
Kelis,Q294979,True,Kelis,American singer,americká zpěvačka,člověk,"['neo soul', 'rhythm and blues', 'alternativní hip-hop', 'soul']",1979,,1998,,,,žena,New York,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,0IF46mUS8NXjgHabxk2MCM,
Kelly Clarkson,Q483507,True,Kelly Clarkson,"American singer, songwriter, author, and television personality","americká zpěvačka, textařka a herečka",člověk,"['pop rock', 'pop music']",1982,,2002,,,,žena,Fort Worth,Spojené státy americké,['Spojené státy americké'],,['soprán'],['hlas'],"['Cena Grammy za nejlepší ženský popový vokální výkon', 'Cena Grammy za nejlepší popové vokální album', 'Cena Grammy za nejlepší popové vokální album', 'Umělec roku', 'American Music Award for Favorite Adult Contemporary Artist', 'Country Music Association Award for Musical Event of the Year', 'Daytime Emmy Award for Outstanding Entertainment Talk Show Host', 'Daytime Emmy Award for Outstanding Talk Show Entertainment', 'Daytime Emmy Award for Outstanding Talk Show Entertainment', 'MuchMusic Video Award for Peoples Choice: Favourite International Video', 'Teen Choice Award for Choice Music – Female Artist']",,,3BmGtnKgCSGYIUhmivXKWX,
Kelvin Jones,Q56513900,True,Kelvin E Jones,researcher,,člověk,,,,,,,,,,Česko,,,,,,,,,
Kendrick Lamar,Q130798,True,Kendrick Lamar,American rapper and songwriter (born 1987),americký rapper,člověk,"['West Coast rap', 'political hip hop', 'G-Funk', 'Gangsta rap', 'conscious hip hop', 'jazz rap', 'alternativní hip-hop', 'hardcore hip hop', 'hip hop']",1987,,2004,,,,muž,Compton,Spojené státy americké,['Spojené státy americké'],,,['hlas'],"['Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapovou píseň', 'BET Award for Best New Artist', 'BET Award for Best Collaboration', 'Grammy Award for Best Rap/Sung Collaboration', 'Pulitzerova cena za hudbu', 'Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapový počin', 'Cena Grammy za nejlepší rapový počin']",['křesťanství'],,2YZyLoL8N0Wb9xBt1NhZWg,
Kenny Chesney,Q467526,True,Kenny Chesney,American country musician,,člověk,['country'],1968,,1993,,,,muž,Knoxville (Tennessee),Spojené státy americké,['Spojené státy americké'],,,['kytara'],['Umělec roku'],,,3grHWM9bx2E9vwJCdlRv9O,
Kenny Rogers,Q217160,True,Kenny Rogers,American country singer and songwriter (1938–2020),"americký zpěvák, kytarista, klavírista, fotograf, herec a producent",člověk,"['country', 'country pop', 'pop music', 'adult contemporary', 'soft rock', 'rock', 'estráda']",1938,2020,1958,2020,,,muž,Houston,Spojené státy americké,['Spojené státy americké'],,['baryton'],"['basová kytara', 'kytara', 'harmonika', 'housle', 'hlas']","['Grammy Award for Best Male Country Vocal Performance', 'Favorite Country Single', 'American Music Award for Favorite Country Album', 'Favorite Country Male Artist', 'Grammy Award for Best Male Country Vocal Performance', 'American Music Award for Favorite Country Album', 'Favorite Country Male Artist', 'Favorite Country Single', 'American Music Award for Favorite Country Album', 'Favorite Country Male Artist', 'Favorite Pop/Rock Male Artist', 'American Music Award for Favorite Pop/Rock Album', 'American Music Award for Favorite Country Album', 'Favorite Pop/Rock Male Artist', ""People's Choice Award for Favorite Country Artist"", 'Favorite Country Single', 'Favorite Country Male Artist', 'American Music Award of Merit', ""People's Choice Award for Favorite Country Artist"", ""People's Choice Award for Favorite Country Artist"", 'Favorite Country Single', 'American Music Award for Favorite Country Album', 'Favorite Country Male Artist', ""People's Choice Award for Favorite Country Artist"", ""People's Choice Award for Favorite Country Artist"", 'Cena Grammy za nejlepší spolupráci se zpěvem v country stylu', ""People's Choice Award for Favorite Country Artist"", ""People's Choice Award for Favorite Country Artist"", 'Willie Nelson Lifetime Achievement Award', 'Horatio Alger Award', 'Hvězda na Hollywoodském chodníku slávy', 'Country Music Hall of Fame and Museum']",['křesťanství'],,4tw2Lmn9tTPUv7Gy7mVPI4,
Kent Jones,Q25190082,True,Kent Jones,American singer and rapper from Florida,,člověk,['hip hop'],1993,,2013,,,,muž,Tallahassee,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,,
Kenya Grace,Q122729278,True,Kenya Grace,musical artist,,člověk,,,,,,,,žena,,Česko,['Spojené království'],,,,,,,7uMDnSZyUYNBPLhPMNuaM2,
Keri Hilson,Q152453,True,Keri Hilson,American R&B singer,americká zpěvačka a textařka,člověk,"['rhythm and blues', 'pop music', 'hip hop', 'Hip-hop soul', 'contemporary R&B', 'Crunk']",1982,,2004,,,,žena,Decatur,Spojené státy americké,['Spojené státy americké'],,['soprán'],['hlas'],"['BET Award for Best New Artist', 'Soul Train Music Award for Best R&B/Soul or Rap New Artist', 'NAACP Image Award for Outstanding New Artist']",,,63wjoROpeh5f11Qm93UiJ1,
Khaled,Q312609,True,Khaled,Algerian raï musician,"alžírský písničkář, zpěvák a multiinstumentalista",člověk,"['raï', 'jazz']",1960,,1970,,,,muž,Oran,Alžírsko,,,,,,['islám'],,28ztjHIXceRRntmTUfnmUX,
Khalid,Q28816483,True,Khalid,American singer (born 1998),americký zpěvák a skladatel,člověk,['contemporary R&B'],1998,,2016,,,,muž,Fort Stewart,Spojené státy americké,['Spojené státy americké'],,['baryton'],['hlas'],,,,6LuN9FCkKOj5PcnpouEgny,
Kid Cudi,Q299138,True,Kid Cudi,American rapper and singer (born 1984),Rapper,člověk,"['alternativní hip-hop', 'alternativní rock', 'neo-psychedelia', 'Trip hop', 'hip hop']",1984,,2008,,,,muž,Cleveland,Spojené státy americké,['Spojené státy americké'],,,"['bicí automat', 'hlas']",['Grammy Award for Best Rap/Sung Collaboration'],,,0fA0VVWsXO9YnASrzqfmYu,
Kid Ink,Q556720,True,Kid Ink,American rapper from California,,člověk,"['pop rap', 'West Coast rap', 'contemporary R&B']",1986,,2010,,,,muž,Los Angeles,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,6KZDXtSj0SzGOV705nNeh3,
Kid Laroi,Q82890761,True,The Kid Laroi,Australian singer and rapper (born 2003),"australský zpěvák, rapper, písničkář a producent nahrávek",člověk,['hip hop'],2003,,2018,,,,muž,Waterloo,Austrálie,['Austrálie'],,,['hlas'],['Billboard 21 Under 21'],,,2tIP7SsRs7vjIcLrU85W8J,
Kid Rock,Q158175,True,Kid Rock,American musician (born 1971),americký zpěvák a skladatel,člověk,"['rock', 'Rapcore', 'hard rock', 'rap metal', 'klasický heavy metal', 'jižanský rock', 'country rock', 'blues rock']",1971,,1988,,,,muž,Romeo,Spojené státy americké,['Spojené státy americké'],,,"['kytara', 'hlas']","['Síň slávy WWE', 'Cena Echo Pop za hit roku']",,,7dOBabd5O4CvKrg4iriHTM,
Kiesza,Q16730833,True,Kiesza,Canadian singer and songwriter,,člověk,"['folk', 'house music', 'pop music', 'elektronická hudba']",1989,,,,,,žena,Calgary,Kanada,['Kanada'],,['soprán'],"['klávesy', 'hlas', 'kytara']",,,,4zxvC7CRGvggq9EWXOpwAo,
Kiiara,Q23042767,True,Kiiara,American singer and songwriter,americká popová a R&B zpěvačka a skladatelka,člověk,"['pop music', 'elektropop', 'alternativní R&B']",1995,,2013,,,,žena,Wilmington,Spojené státy americké,['Spojené státy americké'],,,,,,,4u5smJBskI6Adzv08PuiUP,
Killers,Q275550,True,Killers,1981 studio album by Iron Maiden,album Iron Maiden,hudební album,['heavy metal'],,,,,,,,,Česko,,,,,,,,,
