,hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
1182,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,83,Trust Nobody,Cashmere Cat & Selena Gomez & Tory Lanez,Cashmere Cat,Universal Music
1183,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,84,Kktko,Rytmus,Rytmus,Tvoj Tatko Records
1184,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,85,Not Afraid Anymore,Halsey,Halsey,Universal Music
1185,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,86,Obrazy,Rytmus & Laris Diam,Rytmus,Tvoj Tatko Records
1186,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,87,Final Song,Mo,Mo,Sony Music
1187,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,88,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
1188,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,89,Sex,Cheat Codes & Kris Kross Amsterdam,Cheat Codes,Warner Music
1189,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,90,Work From Home,Fifth Harmony & Ty Dolla $Ing,Fifth Harmony,Sony Music
1190,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,91,History,Olivia Holt,Olivia Holt,Universal Music
1191,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,92,Hladám odpoveď,Rytmus & Laris Diam,Rytmus,Tvoj Tatko Records
1192,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,93,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
1193,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,94,Ride,Twenty One Pilots,Twenty One Pilots,Warner Music
1194,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,95,Light,San Holo,San Holo,Nan
1195,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,96,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
1196,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,97,Never Give Up,Sia,Sia,Sony Music
1197,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,98,Some Kind Of Drug,G-Eazy,G-Eazy,Sony Music
1198,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,99,Lush Life,Zara Larsson,Zara Larsson,Sony Music
1199,SK - SINGLES DIGITAL - TOP 100,2017,03,2017-03,100,This Is What You Came For,Calvin Harris & Rihanna,Calvin Harris,Sony Music
1200,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,1,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
1201,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,2,Castle on the Hill,Ed Sheeran,Ed Sheeran,Warner Music
1202,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,3,Paris,Chainsmokers,Chainsmokers,Sony Music
1203,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,4,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
1204,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,5,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn Malik & Taylor Swift,Zayn Malik,Universal Music
1205,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,6,Alone,Alan Walker,Alan Walker,Sony Music
1206,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,7,I Feel It Coming,The Weeknd & Daft Punk,The Weeknd,Universal Music
1207,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,8,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
1208,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,9,Million Reasons,Lady Gaga,Lady Gaga,Universal Music
1209,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,10,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
1210,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,11,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
1211,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,12,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
1212,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,13,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
1213,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,14,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
1214,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,15,Black Beatles,Rae Sremmurd & Gucci Mane,Rae Sremmurd,Universal Music
1215,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,16,Call On Me - Ryan Riback Remix,Starley,Starley,Nan
1216,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,17,My Way,Calvin Harris,Calvin Harris,Sony Music
1217,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,18,Lost On You,Lp,Lp,Universal Music
1218,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,19,Just Hold On,Steve Aoki & Louis Tomlinson,Steve Aoki,Sony Music
1219,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,20,All Time Low,Jon Bellion,Jon Bellion,Universal Music
1220,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,21,Solo Dance,Martin Jensen,Martin Jensen,Universal Music
1221,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,22,All Night,Vamps & Matoma,Vamps,Universal Music
1222,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,23,Chantaje,Shakira & Maluma,Shakira,Sony Music
1223,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,24,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
1224,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,25,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
1225,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,26,24K Magic,Bruno Mars,Bruno Mars,Warner Music
1226,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,27,Choďte šeci do p*če,Dj Wich & Strapo & Ektor & Hrdlořez Boris,Dj Wich,Golden Touch
1227,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,28,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
1228,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,29,Love On The Brain,Rihanna,Rihanna,Universal Music
1229,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,30,Don't Leave,Snakehips,Snakehips,Sony Music
1230,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,31,How Far I'll Go,Alessia Cara,Alessia Cara,Universal Music
1231,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,32,Keď sa budú pýtať,Rytmus & Kali,Rytmus,Tvoj Tatko Records
1232,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,33,Weak,Ajr,Ajr,Nan
1233,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,34,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
1234,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,35,Bad Things,Machine Gun Kelly & Camila Cabello,Machine Gun Kelly,Universal Music
1235,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,36,Now and Later,Sage The Gemini,Sage The Gemini,Warner Music
1236,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,37,By Your Side,Jonas Blue & Raye,Jonas Blue,Universal Music
1237,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,38,Love Me Now,John Legend,John Legend,Sony Music
1238,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,39,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
1239,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,40,I Would Like,Zara Larsson,Zara Larsson,Sony Music
1240,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,41,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
1241,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,42,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
1242,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,43,Hear Me Now,Alok & Bruno Martini & Zeeba,Alok,Warner Music
1243,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,44,I Got You,Bebe Rexha,Bebe Rexha,Warner Music
1244,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,45,Cheap Thrills,Sia,Sia,Sony Music
1245,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,46,Shed A Light,Robin Schulz & David Guetta & Cheat Codes,Robin Schulz,Warner Music
1246,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,47,Všechno nebo nic,Ewa Farna,Ewa Farna,Universal Music
1247,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,48,Don't Let Me Down,Chainsmokers,Chainsmokers,Sony Music
1248,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,49,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
1249,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,50,Fake Love,Drake,Drake,Universal Music
1250,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,51,Povolanie syn,Rytmus,Rytmus,Tvoj Tatko Records
1251,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,52,Scars To Your Beautiful,Alessia Cara,Alessia Cara,Universal Music
1252,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,53,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
1253,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,54,Sunset Lover,Petit Biscuit,Petit Biscuit,Nan
1254,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,55,Issues,Julia Michaels,Julia Michaels,Universal Music
1255,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,56,Sexual,Neiked,Neiked,Universal Music
1256,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,57,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
1257,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,58,Gádže nemíňajú lóve,Rytmus,Rytmus,Tvoj Tatko Records
1258,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,59,Faded,Alan Walker,Alan Walker,Sony Music
1259,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,60,Love My Life,Robbie Williams,Robbie Williams,Sony Music
1260,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,61,History,Olivia Holt,Olivia Holt,Universal Music
1261,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,62,Bad and Boujee,Migos,Migos,Nan
1262,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,63,Make Me (Cry),Noah Cyrus & Labrinth,Noah Cyrus,Sony Music
1263,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,64,No Lie,Sean Paul & Dua Lipa,Sean Paul,Universal Music
1264,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,65,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
1265,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,66,Lighthouse (Andrelli Remix),Hearts & Colors,Hearts,Nan
1266,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,67,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
1267,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,68,One Dance,Drake,Drake,Universal Music
1268,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,69,Final Song,Mo,Mo,Sony Music
1269,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,70,Lot To Learn,Luke Christopher,Luke Christopher,Sony Music
1270,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,71,Oceans Way,Arizona,Arizona,Warner Music
1271,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,72,Not Going Home,Dvbbs,Dvbbs,Warner Music
1272,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,73,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
1273,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,74,Light,San Holo,San Holo,Nan
1274,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,75,Setting Fires,Chainsmokers & Xylo,Chainsmokers,Sony Music
1275,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,76,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
1276,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,77,Motivujem mladých ludí,Rytmus,Rytmus,Tvoj Tatko Records
1277,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,78,It's Gotta Be You,Isaiah,Isaiah,Sony Music
1278,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,79,Panda,Desiigner,Desiigner,Universal Music
1279,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,80,Cake,Flo Rida & 99 Percent,Flo Rida,Warner Music
1280,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,81,Thinking Out Loud,Ed Sheeran,Ed Sheeran,Warner Music
1281,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,82,Steady 1234,Vice & Jasmine Thompson & Skizzy Mars,Vice,Warner Music
1282,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,83,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
1283,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,84,Some Kind Of Drug,G-Eazy,G-Eazy,Sony Music
1284,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,85,Sofia,Alvaro Soler,Alvaro Soler,Universal Music
1285,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,86,Photograph,Ed Sheeran,Ed Sheeran,Warner Music
1286,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,87,Je nám úplne jedno,Rytmus & Separ & James Cole,Rytmus,Tvoj Tatko Records
1287,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,88,Nevinné,Rytmus & Ego,Rytmus,Tvoj Tatko Records
1288,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,89,Trust Nobody,Cashmere Cat & Selena Gomez & Tory Lanez,Cashmere Cat,Universal Music
1289,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,90,Sex,Cheat Codes & Kris Kross Amsterdam,Cheat Codes,Warner Music
1290,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,91,Party Monster,The Weeknd & Daft Punk,The Weeknd,Universal Music
1291,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,92,Work From Home,Fifth Harmony & Ty Dolla $Ing,Fifth Harmony,Sony Music
1292,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,93,Romantic (NOTD Remix),Stanaj,Stanaj,Universal Music
1293,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,94,Kandino Patkani,Rytmus & Sergei Barracuda,Rytmus,Tvoj Tatko Records
1294,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,95,This Is What You Came For,Calvin Harris & Rihanna,Calvin Harris,Sony Music
1295,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,96,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
1296,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,97,Light It Up,Major Lazer & Nyla & Fuse Odg,Major Lazer,Warner Music
1297,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,98,Water Under The Bridge,Adele,Adele,Xl Recordings
1298,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,99,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
1299,SK - SINGLES DIGITAL - TOP 100,2017,04,2017-04,100,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
1300,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,1,Shape of You,Ed Sheeran,Ed Sheeran,Warner Music
1301,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,2,Castle on the Hill,Ed Sheeran,Ed Sheeran,Warner Music
1302,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,3,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn Malik & Taylor Swift,Zayn Malik,Universal Music
1303,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,4,Paris,Chainsmokers,Chainsmokers,Sony Music
1304,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,5,Scared To Be Lonely,Martin Garrix & Dua Lipa,Martin Garrix,Sony Music
1305,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,6,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
1306,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,7,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
1307,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,8,I Feel It Coming,The Weeknd & Daft Punk,The Weeknd,Universal Music
1308,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,9,Alone,Alan Walker,Alan Walker,Sony Music
1309,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,10,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
1310,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,11,Million Reasons,Lady Gaga,Lady Gaga,Universal Music
1311,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,12,Call On Me - Ryan Riback Remix,Starley,Starley,Nan
1312,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,13,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
1313,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,14,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
1314,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,15,Lost On You,Lp,Lp,Universal Music
1315,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,16,My Way,Calvin Harris,Calvin Harris,Sony Music
1316,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,17,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
1317,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,18,Run Up,Major Lazer & Partynextdoor & Nicki Minaj,Major Lazer,Warner Music
1318,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,19,All Time Low,Jon Bellion,Jon Bellion,Universal Music
1319,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,20,Solo Dance,Martin Jensen,Martin Jensen,Universal Music
1320,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,21,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
1321,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,22,Black Beatles,Rae Sremmurd & Gucci Mane,Rae Sremmurd,Universal Music
1322,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,23,Chantaje,Shakira & Maluma,Shakira,Sony Music
1323,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,24,Just Hold On,Steve Aoki & Louis Tomlinson,Steve Aoki,Sony Music
1324,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,25,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
1325,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,26,24K Magic,Bruno Mars,Bruno Mars,Warner Music
1326,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,27,All Night,Vamps & Matoma,Vamps,Universal Music
1327,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,28,Don't Leave,Snakehips,Snakehips,Sony Music
1328,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,29,I Got You,Bebe Rexha,Bebe Rexha,Warner Music
1329,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,30,Love On The Brain,Rihanna,Rihanna,Universal Music
1330,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,31,No Lie,Sean Paul & Dua Lipa,Sean Paul,Universal Music
1331,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,32,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
1332,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,33,Issues,Julia Michaels,Julia Michaels,Universal Music
1333,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,34,Bad Things,Machine Gun Kelly & Camila Cabello,Machine Gun Kelly,Universal Music
1334,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,35,Shed A Light,Robin Schulz & David Guetta & Cheat Codes,Robin Schulz,Warner Music
1335,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,36,Weak,Ajr,Ajr,Nan
1336,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,37,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
1337,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,38,How Far I'll Go,Alessia Cara,Alessia Cara,Universal Music
1338,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,39,By Your Side,Jonas Blue & Raye,Jonas Blue,Universal Music
1339,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,40,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
1340,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,41,Love Me Now,John Legend,John Legend,Sony Music
1341,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,42,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
1342,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,43,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
1343,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,44,Now and Later,Sage The Gemini,Sage The Gemini,Warner Music
1344,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,45,Bad and Boujee,Migos,Migos,Nan
1345,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,46,Choďte šeci do p*če,Dj Wich & Strapo & Ektor & Hrdlořez Boris,Dj Wich,Golden Touch
1346,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,47,I Would Like,Zara Larsson,Zara Larsson,Sony Music
1347,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,48,Hear Me Now,Alok & Bruno Martini & Zeeba,Alok,Warner Music
1348,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,49,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
1349,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,50,History,Olivia Holt,Olivia Holt,Universal Music
1350,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,51,Scars To Your Beautiful,Alessia Cara,Alessia Cara,Universal Music
1351,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,52,Cheap Thrills,Sia,Sia,Sony Music
1352,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,53,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
1353,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,54,Sunset Lover,Petit Biscuit,Petit Biscuit,Nan
1354,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,55,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
1355,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,56,Povolanie syn,Rytmus,Rytmus,Tvoj Tatko Records
1356,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,57,Keď sa budú pýtať,Rytmus & Kali,Rytmus,Tvoj Tatko Records
1357,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,58,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
1358,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,59,Don't Let Me Down,Chainsmokers,Chainsmokers,Sony Music
1359,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,60,Faded,Alan Walker,Alan Walker,Sony Music
1360,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,61,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
1361,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,62,Lighthouse (Andrelli Remix),Hearts & Colors,Hearts,Nan
1362,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,63,Gádže nemíňajú lóve,Rytmus,Rytmus,Tvoj Tatko Records
1363,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,64,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
1364,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,65,One Dance,Drake,Drake,Universal Music
1365,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,66,Chýbanie,Desmod,Desmod,Orpheus Production
1366,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,67,Love My Life,Robbie Williams,Robbie Williams,Sony Music
1367,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,68,Despacito,Luis Fonsi & Daddy Yankee,Luis Fonsi,Universal Music
1368,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,69,Lot To Learn,Luke Christopher,Luke Christopher,Sony Music
1369,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,70,Fake Love,Drake,Drake,Universal Music
1370,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,71,Make Me (Cry),Noah Cyrus & Labrinth,Noah Cyrus,Sony Music
1371,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,72,Light,San Holo,San Holo,Nan
1372,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,73,Tuesday,Burak Yeter & Danelle Sandoval,Burak Yeter,Warner Music
1373,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,74,Not Going Home,Dvbbs,Dvbbs,Warner Music
1374,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,75,Iná,Dj Wich & Elpe & Ego,Dj Wich,Nan
1375,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,76,Cake,Flo Rida & 99 Percent,Flo Rida,Warner Music
1376,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,77,Oceans Way,Arizona,Arizona,Warner Music
1377,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,78,The Other,Lauv,Lauv,Nan
1378,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,79,Panda,Desiigner,Desiigner,Universal Music
1379,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,80,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
1380,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,81,It's Gotta Be You,Isaiah,Isaiah,Sony Music
1381,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,82,Romantic (NOTD Remix),Stanaj,Stanaj,Universal Music
1382,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,83,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
1383,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,84,Setting Fires,Chainsmokers & Xylo,Chainsmokers,Sony Music
1384,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,85,Final Song,Mo,Mo,Sony Music
1385,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,86,Thinking Out Loud,Ed Sheeran,Ed Sheeran,Warner Music
1386,SK - SINGLES DIGITAL - TOP 100,2017,05,2017-05,87,Photograph,Ed Sheeran,Ed Sheeran,Warner Music
