hitparada,rok,mesic,week,pozice,album,interpret,interpret_hlavni,vydavatel
CZ - ALBUMS - TOP 100,2022,05,,73,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,05,,74,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,05,,75,Certified Lover Boy,Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,76,Černej kůň,Maniak & Dj Wich,Maniak,Ach Ano/Golden Touch/Warner Music
CZ - ALBUMS - TOP 100,2022,05,,77,Teatro d'Ira - Vol. I,Maneskin,Maneskin,Sony Music
CZ - ALBUMS - TOP 100,2022,05,,78,"Dovi, dopo",Kali,Kali,Kali Records
CZ - ALBUMS - TOP 100,2022,05,,79,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2022,05,,80,BRATAN,Sensey,Sensey,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,81,Music of the Spheres,Coldplay,Coldplay,Warner Music
CZ - ALBUMS - TOP 100,2022,05,,82,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
CZ - ALBUMS - TOP 100,2022,05,,83,Backwoods Bred,Marpo,Marpo,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,84,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
CZ - ALBUMS - TOP 100,2022,05,,85,Dead Man Walking,Marpo,Marpo,Sherwood Digital
CZ - ALBUMS - TOP 100,2022,05,,86,reputation,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,87,Pouzar,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,05,,88,Lover,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,89,I Never Learn,Lykke Li,Lykke Li,Warner Music
CZ - ALBUMS - TOP 100,2022,05,,90,Sehnsucht,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,91,Až jednou (30th Anniversary Best Of),Shalom,Shalom,Warner Music
CZ - ALBUMS - TOP 100,2022,05,,92,DANK,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy/Warner Music
CZ - ALBUMS - TOP 100,2022,05,,93,Chimera Pt. 2: Goat,Smack,Smack,Archetyp 51/Warner Music
CZ - ALBUMS - TOP 100,2022,05,,94,Norman F*****g Rockwell!,Lana Del Rey ,Lana Del Rey,Universal Music
CZ - ALBUMS - TOP 100,2022,05,,95,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,05,,96,Restart,Rest,Rest,Ty Nikdy Label
CZ - ALBUMS - TOP 100,2022,05,,97,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
CZ - ALBUMS - TOP 100,2022,05,,98,No.6 Collaborations Project,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,05,,99,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2022,05,,100,This Is Acting,Sia,Sia,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,1,POPSTAR,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,2,Příběhy a sny,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,3,Harry's House,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,4,TRAPPIN LONELY,P T K,P T K,Iced Out Ptk
CZ - ALBUMS - TOP 100,2022,06,,5,Mercury - Act 1,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,6,DRIPOLAR,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,06,,7,Zeit,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,8,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,9,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,10,J. EDEN E-GEN (mixed by NobodyListen),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,11,Finesa,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2022,06,,12,SOUR,Olivia Rodrigo,Olivia Rodrigo,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,13,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,14,BIG BOY FM,Gleb,Gleb,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,15,Twelve Carat Toothache,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,16,YO,Shimmi,Shimmi,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,17,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,18,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,19,Maneki Neko,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,20,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,21,"Jsem v pohodě, sem v prdeli.",Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,22,Chimera Pt. 3: Snake,Smack,Smack,Archetyp 51/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,23,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,24,Fine Line,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,25,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,26,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,27,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,28,mainstream sellout,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,29,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,30,Svědomí,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,31,=,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,32,Original,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,33,MONTERO,Lil Nas X,Lil Nas X,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,34,Mr. Morale & The Big Steppers,Kendrick Lamar,Kendrick Lamar,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,35,Happier Than Ever,Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,36,Justice,Justin Bieber,Justin Bieber,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,37,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,38,Robby Trouble,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,39,POSLEDNÉ VECI,Miro Žbirka,Miro Žbirka,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,40,After Hours,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,41,RAMMSTEIN,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,42,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,43,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,44,Teorie pádu,Stein27,Stein27,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,45,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,46,Tsunami,Divokej Bill,Divokej Bill,Supraphon
CZ - ALBUMS - TOP 100,2022,06,,47,"Album, co mi změnilo život",Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,48,Devil’s Son,Hard Rico,Hard Rico,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,49,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,50,"58 tape, vol. 2",58G,58G,58G/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,51,Unlimited Love,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,52,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,53,Starboy,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,54,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,55,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,56,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,57,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,58,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2022,06,,59,Schizofrenie,Arakain,Arakain,Supraphon
CZ - ALBUMS - TOP 100,2022,06,,60,i used to think i could fly,Tate Mcrae,Tate Mcrae,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,61,reputation,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,62,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,63,Heaven & Hell,Ava Max,Ava Max,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,64,Vlasy,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,65,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,66,"Honestly, Nevermind",Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,67,ROMEO,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,06,,68,Strašidelný dom,Fobia Kid,Fobia Kid,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,69,Antarktida,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,70,30,Adele,Adele,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,71,Dravec,Momo,Momo,Ruka Hore
CZ - ALBUMS - TOP 100,2022,06,,72,DANG,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,73,Jungler,Viktor Sheen,Viktor Sheen,Viktor Sheen
CZ - ALBUMS - TOP 100,2022,06,,74,Halywůd,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,75,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,76,Teatro d'Ira - Vol. I,Maneskin,Maneskin,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,77,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,06,,78,Harry Styles,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,79,ODSÚDENÍ NA ÚSPECH,Pil C,Pil C,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,80,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,81,rap disco revoluce,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,06,,82,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,83,Dawn FM,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,84,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2022,06,,85,Music of the Spheres,Coldplay,Coldplay,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,86,This Is Acting,Sia,Sia,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,87,Světlo ve tmě,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,88,Certified Lover Boy,Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,89,Norman F*****g Rockwell!,Lana Del Rey ,Lana Del Rey,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,90,Lover,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,91,Metallica/Black Album,Metallica,Metallica,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,92,Gold Rush Kid,George Ezra,George Ezra,Sony Music
CZ - ALBUMS - TOP 100,2022,06,,93,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,94,Dýchej,David Stypka & Bandjeez,David Stypka,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,95,BRATAN,Sensey,Sensey,Universal Music
CZ - ALBUMS - TOP 100,2022,06,,96,"Dovi, dopo",Kali,Kali,Kali Records
CZ - ALBUMS - TOP 100,2022,06,,97,Pouzar,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,06,,98,I Never Learn,Lykke Li,Lykke Li,Warner Music
CZ - ALBUMS - TOP 100,2022,06,,99,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2022,06,,100,Native,Onerepublic,Onerepublic,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,1,POPSTAR,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,2,Příběhy a sny,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,3,Harry's House,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,4,DRIPOLAR,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,07,,5,Mercury - Act 1,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,6,"Album, co mi změnilo život (Další rozměr)",Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,7,BIG BOY FM,Gleb,Gleb,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,8,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,9,PROTENKONTRAST,Ben Cristovao,Ben Cristovao,Ben Cristovao/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,10,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,11,J. EDEN E-GEN (mixed by NobodyListen),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,12,SOUR,Olivia Rodrigo,Olivia Rodrigo,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,13,Finesa,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2022,07,,14,Zeit,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,15,TRAPPIN LONELY,P T K,P T K,Iced Out Ptk
CZ - ALBUMS - TOP 100,2022,07,,16,Everyday is May,Dorian,Dorian,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,17,Fine Line,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,18,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,19,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,20,Changes,Earth,Earth,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,21,Maneki Neko,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,22,"Jsem v pohodě, sem v prdeli.",Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,23,ARIGATO,Mirai,Mirai,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,24,FATAMORGANA,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,25,Origins,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,26,Prozyum (Director’s Cut),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,27,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,28,MONTERO,Lil Nas X,Lil Nas X,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,29,mainstream sellout,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,30,Original,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,31,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,32,Chimera Pt. 3: Snake,Smack,Smack,Archetyp 51/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,33,Svědomí,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,34,Twelve Carat Toothache,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,35,Happier Than Ever,Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,36,=,Ed Sheeran,Ed Sheeran,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,37,Greatest Hits (Remastered),Queen,Queen,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,38,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,39,Riziko,Koukr,Koukr,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,40,Robby Trouble,Robin Zoot,Robin Zoot,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,41,Tsunami,Divokej Bill,Divokej Bill,Supraphon
CZ - ALBUMS - TOP 100,2022,07,,42,Justice,Justin Bieber,Justin Bieber,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,43,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,44,Vlasy,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,45,Starboy,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,46,Banán,Kali & Peter Pann,Kali,Ruka Hore
CZ - ALBUMS - TOP 100,2022,07,,47,After Hours,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,48,?,Xxxtentacion,Xxxtentacion,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,49,J. Eden Dva,Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,50,Antarktida,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,51,Teorie pádu,Stein27,Stein27,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,52,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,53,YO,Shimmi,Shimmi,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,54,Tickets To My Downfall,Machine Gun Kelly,Machine Gun Kelly,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,55,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,Lewis Capaldi,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,56,Devil’s Son,Hard Rico,Hard Rico,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,57,Harry Styles,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,58,"58 tape, vol. 2",58G,58G,58G/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,59,Legends Never Die,Juice Wrld,Juice Wrld,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,60,RAMMSTEIN,Rammstein,Rammstein,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,61,"Honestly, Nevermind",Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,62,Mercury - Acts 1 & 2,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,63,Alfa,Ektor,Ektor,Detektor/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,64,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,65,Shoot For The Stars Aim For The Moon,Pop Smoke,Pop Smoke,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,66,Halywůd,Kryštof,Kryštof,I.Richmond.P./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,67,Jungler,Viktor Sheen,Viktor Sheen,Viktor Sheen
CZ - ALBUMS - TOP 100,2022,07,,68,Mr. Morale & The Big Steppers,Kendrick Lamar,Kendrick Lamar,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,69,Hollywood's Bleeding,Post Malone,Post Malone,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,70,Music of the Spheres,Coldplay,Coldplay,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,71,Medusa II,Sergei Barracuda,Sergei Barracuda,Skerocuda
CZ - ALBUMS - TOP 100,2022,07,,72,I Never Learn,Lykke Li,Lykke Li,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,73,ODSÚDENÍ NA ÚSPECH,Pil C,Pil C,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,74,30,Adele,Adele,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,75,Heaven & Hell,Ava Max,Ava Max,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,76,80/80 největší hity 1964-2019,Karel Gott,Karel Gott,Supraphon
CZ - ALBUMS - TOP 100,2022,07,,77,DANG,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,78,Úplně levej,Pokáč,Pokáč,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,79,Hasan,Hasan,Hasan,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,07,,80,reputation,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,81,Světlo ve tmě,Jelen,Jelen,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,82,i used to think i could fly,Tate Mcrae,Tate Mcrae,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,83,Strašidelný dom,Fobia Kid,Fobia Kid,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,84,Metallica/Black Album,Metallica,Metallica,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,85,Lover,Taylor Swift,Taylor Swift,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,86,Dawn FM,The Weeknd,The Weeknd,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,87,THÁI,Renne Dang,Renne Dang,Blakkwood/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,88,ROMEO,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,07,,89,Unlimited Love,Red Hot Chili Peppers,Red Hot Chili Peppers,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,90,rap disco revoluce,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,07,,91,Gauč Storytelling,Gleb,Gleb,Fck Them/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,92,Norman F*****g Rockwell!,Lana Del Rey ,Lana Del Rey,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,93,Scaled And Icy,Twenty One Pilots,Twenty One Pilots,Warner Music
CZ - ALBUMS - TOP 100,2022,07,,94,THUG LOVE SOFIA,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,07,,95,Michalovo cédéčko,Michal Horák,Michal Horák,Supraphon
CZ - ALBUMS - TOP 100,2022,07,,96,RENAISSANCE,Beyoncé,Beyoncé,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,97,Between Us,Little Mix,Little Mix,Sony Music
CZ - ALBUMS - TOP 100,2022,07,,98,Certified Lover Boy,Drake,Drake,Universal Music
CZ - ALBUMS - TOP 100,2022,07,,99,Dýchej,David Stypka & Bandjeez,David Stypka,Singlton/Universal Music
CZ - ALBUMS - TOP 100,2022,07,,100,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
CZ - ALBUMS - TOP 100,2022,08,,1,POPSTAR,Calin,Calin,Mike Roft Records/Warner Music
CZ - ALBUMS - TOP 100,2022,08,,2,Příběhy a sny,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,08,,3,Harry's House,Harry Styles,Harry Styles,Sony Music
CZ - ALBUMS - TOP 100,2022,08,,4,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,08,,5,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/Warner Music
CZ - ALBUMS - TOP 100,2022,08,,6,J. EDEN E-GEN (mixed by NobodyListen),Yzomandias,Yzomandias,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,08,,7,Mercury - Act 1,Imagine Dragons,Imagine Dragons,Universal Music
CZ - ALBUMS - TOP 100,2022,08,,8,RENAISSANCE,Beyoncé,Beyoncé,Sony Music
CZ - ALBUMS - TOP 100,2022,08,,9,SOUR,Olivia Rodrigo,Olivia Rodrigo,Universal Music
CZ - ALBUMS - TOP 100,2022,08,,10,DRIPOLAR,Ca$Hanova Bulhar,Ca$Hanova Bulhar,Dvojlitrboyzz / Warner Music
CZ - ALBUMS - TOP 100,2022,08,,11,Future Nostalgia,Dua Lipa,Dua Lipa,Warner Music
CZ - ALBUMS - TOP 100,2022,08,,12,Changes,Earth,Earth,Universal Music
CZ - ALBUMS - TOP 100,2022,08,,13,Restart & Lunazar,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,08,,14,SOS,Koky,Koky,Milion+ Ent./Universal Music
CZ - ALBUMS - TOP 100,2022,08,,15,Zeit,Rammstein,Rammstein,Universal Music
