,hitparada,rok,tyden,pozice,album,interpret,interpret_hlavni,vydavatel
198711,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,3,Cesta světla/České a moravs.koledy a zpěvy vánoční,Orchestr Lidových Nástrojů Vus Ondráš/j.slavík,Orchestr Lidových Nástrojů Vus Ondráš,Supraphon
198712,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,4,Mysliveček: Houslové koncerty - komplet,Různí,Různí,Supraphon
198713,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,5,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198714,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,6,Michna: Loutna česká,Musica Bohemica,Musica Bohemica,Supraphon
198715,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,7,Cachua Serranita,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198716,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,8,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198717,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,9,Česká barokní vánoční hudba,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198718,CZ - ALBUMS CLASSICAL - TOP 10,2022,50,10,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
198719,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,1,Christmas Album,Veverka/janečková/ultimate W Band,Veverka,Supraphon
198720,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,2,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198721,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,3,Cesta světla/České a moravs.koledy a zpěvy vánoční,Orchestr Lidových Nástrojů Vus Ondráš/j.slavík,Orchestr Lidových Nástrojů Vus Ondráš,Supraphon
198722,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,4,Mysliveček: Houslové koncerty - komplet,Různí,Různí,Supraphon
198723,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,5,Michna: Česká mariánská muzika - Lilium mezi trním,Hana Blažíková / Collegium Marianum,Hana Blažíková,Supraphon
198724,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,6,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198725,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,7,"Dvořák:Symfonie č. 8 a 9, Legendy, Slovanské tance",Čf/symfonický Orch. Hl.m. Prahy Fok/ch. Mackerras,Čf,Supraphon
198726,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,8,Česká barokní vánoční hudba,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198727,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,9,Klasika pro lepší spánek,Různí,Různí,Supraphon
198728,CZ - ALBUMS CLASSICAL - TOP 10,2022,51.+52,10,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198179,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,1,Karel Ančerl Live Recordings,Čf/ančerl,Čf,Supraphon
198180,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,2,Michna: Loutna česká,Musica Bohemica,Musica Bohemica,Supraphon
198181,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,3,Ančerl - Gold Edition 2 - Dvořák - Symfonie č. 9,Čf/ančerl,Čf,Supraphon
198182,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,4,Best of Classics,Různí,Různí,Supraphon
198183,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,5,Let There Be Cello,2cellos,2cellos,Sony Music
198184,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,6,Karel Ančerl - Gold Edition,Čf/ančerl,Čf,Supraphon
198185,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,7,Ančerl Gold Edition 6. Mahler: Symfonie č.1 ...,Čf/ančerl,Čf,Supraphon
198186,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,8,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
198187,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,9,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198188,CZ - ALBUMS CLASSICAL - TOP 10,2022,6,10,Má vlast,Čf/smetáček,Čf,Supraphon
198189,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,1,Vivaldi: Čtvero ročních dob,V.hudeček/virtuosi Di Praga/p.kogan,V.hudeček,Supraphon
198190,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,2,Houslové koncerty (kompletní)/I.ŽENATÝ,Bbc Symphony Orchestra/j.bělohlávek,Bbc Symphony Orchestra,Supraphon
198191,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,3,Guitar Solo Collection,Brabec Lubomír,Brabec Lubomír,Supraphon
198192,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,4,Má vlast,Čf/kubelík,Čf,Supraphon
198193,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,5,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198194,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,6,Dolce Vita,Jonas Kaufmann,Jonas Kaufmann,Sony Music
198195,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,7,Liszt: Freudvoll und leidvoll,Jonas Kaufmann & Helmut Deutsch,Jonas Kaufmann,Sony Music
198196,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,8,Prayer,Magdalena Kožená,Magdalena Kožená,Universal Music
198197,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,9,Michna: Loutna česká,Musica Bohemica,Musica Bohemica,Supraphon
198198,CZ - ALBUMS CLASSICAL - TOP 10,2022,7,10,L. Janáček - Smyčcový kvartet č. 1,Pavel Haas Quartet,Pavel Haas Quartet,Supraphon
198199,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,1,Gold Edition 11 Kabeláč: Mysterium času,Čf/ančerl,Čf,Supraphon
198200,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,2,Karel Ančerl Live Recordings,Čf/ančerl,Čf,Supraphon
198201,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,3,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
198202,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,4,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198203,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,5,Houslový koncert; Romance ...,Čf/neumann; Josef Suk,Čf,Supraphon
198204,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,6,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198205,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,7,"Gold Edition 24 Janáček L. Sinfonietta/Martinů, B",Čf/ančerl,Čf,Supraphon
198206,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,8,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
198207,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,9,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
198208,CZ - ALBUMS CLASSICAL - TOP 10,2022,8,10,Dvořák: Stabat Mater,Čf/smetáček,Čf,Supraphon
198219,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,1,Cachua Serranita,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198220,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,2,Reichenauer: Koncerty. Hudba Prahy 18. století,Collegium 1704/v. Luks,Collegium 1704,Super Projects
198221,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,3,Gold Edition 11 Kabeláč: Mysterium času,Čf/ančerl,Čf,Supraphon
198222,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,4,Karel Ančerl Live Recordings,Čf/ančerl,Čf,Supraphon
198223,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,5,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
198224,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,6,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198225,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,7,Vaňhal  J.K. - Symfonie,Různí,Různí,Supraphon
198226,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,8,Queen of Baroque,Cecilia Bartoli,Cecilia Bartoli,Universal Music
198227,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,9,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
198228,CZ - ALBUMS CLASSICAL - TOP 10,2022,9,10,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198739,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,1,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198740,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,2,"Tůma:Te Deum, Sinfonia ex C, Missa Veni Pater ...",Czech Ensemble Baroque,Czech Ensemble Baroque,Supraphon
198741,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,3,Česká barokní vánoční hudba,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198742,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,4,Christmas Album,Veverka/janečková/ultimate W Band,Veverka,Supraphon
198743,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,5,Nejkrásnější vánoční koledy,Bambini Di Praga/bohumil Kulínský Ml.,Bambini Di Praga,Supraphon
198744,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,6,Karel Ančerl Live Recordings,Čf/ančerl,Čf,Supraphon
198745,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,7,"Dvořák: Requiem, Biblical Songs, Te Deum","Čf/hrůša, Bělohlávek, Martiník",Čf,Decca Music Group
198746,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,8,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
198747,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,9,Dvořák - Symfonie 4-6,Čf/neumann,Čf,Supraphon
198748,CZ - ALBUMS CLASSICAL - TOP 10,2023,1,10,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198849,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,1,A. Dvořák - Symfonie č. 6-9 - Z Nového světa,Berliner Philharmoniker/r. Kubelík,Berliner Philharmoniker,Universal Music
198850,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,2,"Mysliveček: Hobojové kvintety, Smyčcové kvartety",Doležalovo Kvarteto/m.hrabánková,Doležalovo Kvarteto,Supraphon
198851,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,3,Mysliveček: Houslové koncerty - komplet,Různí,Různí,Supraphon
198852,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,4,"Kabeláč:Osm preludií pro klavír, Cizokrajné motivy",Jan Bartoš,Jan Bartoš,Supraphon
198853,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,5,Má vlast,Čf/kubelík,Čf,Supraphon
198854,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,6,Best of Classics,Různí,Různí,Supraphon
198855,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,7,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198856,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,8,Houslové koncerty (kompletní)/I.ŽENATÝ,Bbc Symphony Orchestra/j.bělohlávek,Bbc Symphony Orchestra,Supraphon
198857,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,9,Guitar Solo Collection,Brabec Lubomír,Brabec Lubomír,Supraphon
198858,CZ - ALBUMS CLASSICAL - TOP 10,2023,10,10,Queen of Baroque,Cecilia Bartoli,Cecilia Bartoli,Universal Music
198859,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,1,Prague Classics / Musical Souvenir from Prague,Různí,Různí,Supraphon
198860,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,2,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
198861,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,3,"Kabeláč:Osm preludií pro klavír, Cizokrajné motivy",Jan Bartoš,Jan Bartoš,Supraphon
198862,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,4,Mahler: Chlapcův kouzelný roh,Philharmonia Octet Prague/peter Schöne,Philharmonia Octet Prague,Supraphon
198863,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,5,"Schubert F. Smyčcový kvartet č. 14 d moll ""Smrt a",Pavel Haas Quartet,Pavel Haas Quartet,Supraphon
198864,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,6,Snění,Václav Hybš/josef Suk,Václav Hybš,Supraphon
198865,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,7,Bach - Cello suites 1-6,Bárta Jiří/j.s.bach,Bárta Jiří,Supraphon
198866,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,8,Guitar Solo Collection,Brabec Lubomír,Brabec Lubomír,Supraphon
198867,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,9,"Gold Edition 25 -  Beethoven, L.van Symfonie č. 5",Čf/ančerl,Čf,Supraphon
198868,CZ - ALBUMS CLASSICAL - TOP 10,2023,11,10,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
198869,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,1,Prague Classics / Musical Souvenir from Prague,Různí,Různí,Supraphon
198870,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,2,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
198871,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,3,Má vlast,Čf/kubelík,Čf,Supraphon
198872,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,4,"Mozart pro lepší učení, koncentraci a paměť",Různí,Různí,Supraphon
198873,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,5,Impossible Dream,Adam Plachetka,Adam Plachetka,Radioservis
198874,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,6,Verdi,Anna Netrebko,Anna Netrebko,Universal Music
198875,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,7,Smetana: Má vlast,Čf/bělohlávek,Čf,Supraphon
198876,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,8,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
198877,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,9,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198878,CZ - ALBUMS CLASSICAL - TOP 10,2023,12,10,Klavírní dílo 5  - B. Smetana,Jitka Čechová,Jitka Čechová,Supraphon
198879,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,1,Franz Schubert : Complete Impromptus,F. Schubert/a. Brendel,F. Schubert,Universal Music
198880,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,2,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
198881,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,3,Tár (Mahler / Gudnadottir / Elgar) - O.S.T.,Různí,Různí,Deutsche Grammophon
198882,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,4,Dvořák: Rusalka,Čf/neumann; G. Beňačková,Čf,Supraphon
198883,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,5,Best of Classics,Různí,Různí,Supraphon
198884,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,6,Codex Franus,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
198885,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,7,Grudencz: Maiestas Dei,Schola Gregoriana Pragensis,Schola Gregoriana Pragensis,Supraphon
198886,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,8,Score,2cellos,2cellos,Sony Music
198887,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,9,Queen of Baroque,Cecilia Bartoli,Cecilia Bartoli,Universal Music
198888,CZ - ALBUMS CLASSICAL - TOP 10,2023,13,10,Tůma: Requiem,Czech Ensemble Baroque Choir/r. Válek,Czech Ensemble Baroque Choir,Super Projects
198899,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,1,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
198900,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,2,P.Eben / J. A.Komenský: Labyrint světa a ráj srdce,Petr Eben,Petr Eben,Fermáta
198901,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,3,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198902,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,4,Best Of Dvořák,Různí,Různí,Supraphon
198903,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,5,Vivaldi: Čtvero ročních dob,V.hudeček/virtuosi Di Praga/p.kogan,V.hudeček,Supraphon
198904,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,6,Farinelli,Cecilia Bartoli,Cecilia Bartoli,Universal Music
198905,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,7,Karel Ančerl - Gold Edition,Čf/ančerl,Čf,Supraphon
198906,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,8,"Smetana, B. Vltava / Dvořák, A. Symfonie č. 9 e mo",Čf/ančerl,Čf,Supraphon
198907,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,9,Ančerl Gold Edition 6. Mahler: Symfonie č.1 ...,Čf/ančerl,Čf,Supraphon
198908,CZ - ALBUMS CLASSICAL - TOP 10,2023,14,10,Antonín Dvořák - Slovanské tance,Čf/bělohlávek,Čf,Ms
198909,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,1,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
198910,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,2,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198911,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,3,"Suk: Pohádka, Fantastické scherzo",Symf. Orchestr Hl.m.prahy Fok/bělohlávek/j.suk,Symf. Orchestr Hl.m.prahy Fok,Supraphon
198912,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,4,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198913,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,5,Dvořák - Symfonie č. 9,Čf/bělohlávek,Čf,Supraphon
198914,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,6,Smetana - Prodaná nevěsta   DVD,Čf/košler,Čf,Supraphon
198915,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,7,"Mysliveček: Hobojové kvintety, Smyčcové kvartety",Doležalovo Kvarteto/m.hrabánková,Doležalovo Kvarteto,Supraphon
198916,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,8,"Mozart, W.A. Klavírní sonáty K. 333, 457, 570, Fan",Ivan Moravec,Ivan Moravec,Supraphon
198917,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,9,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
198918,CZ - ALBUMS CLASSICAL - TOP 10,2023,15,10,Best of Johann Strauss,Různí,Různí,Supraphon
198919,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,1,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
198920,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,2,Happy Days,André Rieu,André Rieu,Universal Music
198921,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,3,Best Of Smetana,Různí,Různí,Supraphon
198922,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,4,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198923,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,5,České zpěvy vánoční,Musica Bohemica,Musica Bohemica,Supraphon
198924,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,6,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198925,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,7,Vaňhal  J.K. - Symfonie,Různí,Různí,Supraphon
198926,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,8,Jistebnický kancionál,Tiburtina Ensemble,Tiburtina Ensemble,Supraphon
198927,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,9,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198928,CZ - ALBUMS CLASSICAL - TOP 10,2023,16,10,Tůma: Requiem,Czech Ensemble Baroque Choir/r. Válek,Czech Ensemble Baroque Choir,Super Projects
198929,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,1,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
198930,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,2,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
198931,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,3,Mahler: Symphony No. 2,Čf/semjon Byčkov,Čf,Pentatone
198932,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,4,Kabeláč: Mysterium času,M. Sekera / Sočr / M. Ivanovič,M. Sekera,Supraphon
198933,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,5,Happy Days,André Rieu,André Rieu,Universal Music
198934,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,6,"Kabeláč:Osm preludií pro klavír, Cizokrajné motivy",Jan Bartoš,Jan Bartoš,Supraphon
198935,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,7,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
198936,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,8,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198937,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,9,Bach - Cello suites 1-6,Bárta Jiří/j.s.bach,Bárta Jiří,Supraphon
198938,CZ - ALBUMS CLASSICAL - TOP 10,2023,17,10,Gold Edition 11 Kabeláč: Mysterium času,Čf/ančerl,Čf,Supraphon
198949,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,1,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
198950,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,2,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198951,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,3,Mahler: Symphony No. 2,Čf/semjon Byčkov,Čf,Pentatone
198952,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,4,Let There Be Cello,2cellos,2cellos,Sony Music
198953,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,5,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198954,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,6,Tůma: Requiem,Czech Ensemble Baroque Choir/r. Válek,Czech Ensemble Baroque Choir,Super Projects
198955,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,7,Karel Ančerl - Gold Edition,Čf/ančerl,Čf,Supraphon
198956,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,8,Ančerl Gold Edition 6. Mahler: Symfonie č.1 ...,Čf/ančerl,Čf,Supraphon
198957,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,9,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198958,CZ - ALBUMS CLASSICAL - TOP 10,2023,18,10,A.Dvořák - Koncerty pro violoncello a orchestr,Čf/neumann/sádlo,Čf,Supraphon
198959,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,1,Mahler: Symphony No. 2,Čf/semjon Byčkov,Čf,Pentatone
198960,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,2,Kabeláč: Mysterium času,M. Sekera / Sočr / M. Ivanovič,M. Sekera,Supraphon
198961,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,3,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198962,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,4,Farinelli,Cecilia Bartoli,Cecilia Bartoli,Universal Music
198963,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,5,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198964,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,6,Ančerl - Gold Edition 2 - Dvořák - Symfonie č. 9,Čf/ančerl,Čf,Supraphon
198965,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,7,Antonín Dvořák - Slovanské tance,Čf/neumann,Čf,Supraphon
198966,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,8,"Martinů, B. Koncerty pro hoboj, cembalo a klavír č",Čf/neumann,Čf,Supraphon
198967,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,9,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198968,CZ - ALBUMS CLASSICAL - TOP 10,2023,19,10,Česká barokní vánoční hudba,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198749,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,1,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198750,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,2,Music Man: Adam Plachetka,A. Plachetka/l. Soukupová/k.otevřelová,A. Plachetka,Čro
198751,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,3,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
198752,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,4,Perličky české klasické hudby,Čf/neumann,Čf,Supraphon
198753,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,5,Smetana: Má vlast,Čf/pešek,Čf,Nan
198754,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,6,"Dvořák:Symfonie č. 8 a 9, Legendy, Slovanské tance",Čf/symfonický Orch. Hl.m. Prahy Fok/ch. Mackerras,Čf,Supraphon
198755,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,7,"Bruckner, A. Symfonie č. 5 B dur",Čf/von Matačić,Čf,Supraphon
198756,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,8,Way of Life,Jaroslav Svěcený,Jaroslav Svěcený,Bon Art Music
